actual,predicted,count
CWE-366,CWE-176,8
CWE-194,CWE-176,7
CWE-90,CWE-176,6
CWE-114,CWE-123,5
CWE-478,CWE-476,4
CWE-114,CWE-176,3
CWE-190,CWE-176,3
CWE-191,CWE-176,3
CWE-511,CWE-176,3
CWE-121,CWE-123,2
CWE-121,CWE-176,2
CWE-123,CWE-176,2
CWE-126,CWE-123,2
CWE-127,CWE-23,2
CWE-319,CWE-176,2
CWE-571,CWE-482,2
CWE-23,CWE-483,1
CWE-126,CWE-176,1
CWE-126,CWE-191,1
CWE-252,CWE-484,1
