actual,predicted,count
CWE-223,CWE-482,81
CWE-226,CWE-325,34
CWE-226,CWE-124,30
CWE-244,CWE-222,18
CWE-226,CWE-121,9
CWE-114,CWE-191,8
CWE-367,CWE-191,8
CWE-194,CWE-191,6
CWE-226,CWE-273,6
CWE-223,CWE-134,5
CWE-121,CWE-191,4
CWE-123,CWE-191,4
CWE-126,CWE-191,4
CWE-479,CWE-478,4
CWE-90,CWE-176,3
CWE-90,CWE-191,3
CWE-526,CWE-191,3
CWE-127,CWE-23,2
CWE-194,CWE-176,2
CWE-226,CWE-440,2
