actual,predicted,count
CWE-440,CWE-127,17
CWE-114,CWE-191,8
CWE-194,CWE-191,6
CWE-90,CWE-127,4
CWE-121,CWE-191,4
CWE-123,CWE-191,4
CWE-126,CWE-191,4
CWE-366,CWE-191,4
CWE-511,CWE-191,3
CWE-319,CWE-190,2
CWE-483,CWE-191,2
CWE-23,CWE-127,1
CWE-252,CWE-127,1
CWE-468,CWE-259,1
CWE-469,CWE-479,1
CWE-506,CWE-479,1
