actual,predicted,count
CWE-114,CWE-191,8
CWE-90,CWE-127,6
CWE-194,CWE-191,6
CWE-366,CWE-191,6
CWE-121,CWE-191,4
CWE-123,CWE-191,4
CWE-126,CWE-191,4
CWE-190,CWE-188,2
CWE-484,CWE-191,2
CWE-526,CWE-191,2
CWE-23,CWE-127,1
CWE-319,CWE-127,1
CWE-319,CWE-188,1
CWE-469,CWE-426,1
CWE-475,CWE-426,1
CWE-510,CWE-416,1
CWE-526,CWE-188,1
