actual,predicted,count
CWE-481,CWE-252,20
CWE-23,CWE-127,12
CWE-366,CWE-188,8
CWE-194,CWE-188,7
CWE-398,CWE-321,7
CWE-114,CWE-126,6
CWE-223,CWE-252,6
CWE-90,CWE-127,4
CWE-476,CWE-478,4
CWE-123,CWE-126,3
CWE-190,CWE-127,3
CWE-191,CWE-188,3
CWE-114,CWE-188,2
CWE-121,CWE-126,2
CWE-319,CWE-188,2
CWE-511,CWE-188,2
CWE-121,CWE-188,1
CWE-121,CWE-191,1
CWE-123,CWE-188,1
CWE-126,CWE-188,1
