actual,predicted,count
CWE-483,CWE-587,22
CWE-273,CWE-319,18
CWE-284,CWE-127,13
CWE-23,CWE-127,12
CWE-415,CWE-526,9
CWE-114,CWE-188,8
CWE-366,CWE-188,8
CWE-194,CWE-188,7
CWE-284,CWE-23,5
CWE-121,CWE-188,4
CWE-123,CWE-188,4
CWE-126,CWE-188,4
CWE-478,CWE-476,4
CWE-127,CWE-23,3
CWE-191,CWE-188,3
CWE-526,CWE-188,3
CWE-90,CWE-23,2
CWE-90,CWE-190,2
CWE-191,CWE-319,2
CWE-319,CWE-176,2
