actual,predicted,count
CWE-114,CWE-124,8
CWE-194,CWE-124,6
CWE-90,CWE-127,4
CWE-121,CWE-124,4
CWE-123,CWE-124,4
CWE-126,CWE-124,4
CWE-366,CWE-124,4
CWE-191,CWE-124,3
CWE-319,CWE-124,2
CWE-534,CWE-124,2
CWE-190,CWE-124,1
CWE-469,CWE-397,1
CWE-475,CWE-480,1
CWE-511,CWE-426,1
