actual,predicted,count
CWE-114,CWE-188,8
CWE-367,CWE-188,8
CWE-194,CWE-188,6
CWE-90,CWE-127,4
CWE-121,CWE-188,4
CWE-123,CWE-188,4
CWE-126,CWE-188,4
CWE-190,CWE-188,3
CWE-191,CWE-188,3
CWE-534,CWE-188,3
CWE-321,CWE-188,2
CWE-500,CWE-188,2
CWE-23,CWE-126,1
CWE-90,CWE-377,1
CWE-90,CWE-390,1
CWE-253,CWE-273,1
CWE-475,CWE-390,1
CWE-476,CWE-464,1
CWE-511,CWE-587,1
