actual,predicted,count
CWE-114,CWE-123,6
CWE-194,CWE-191,6
CWE-366,CWE-191,6
CWE-478,CWE-476,4
CWE-121,CWE-123,3
CWE-126,CWE-123,3
CWE-526,CWE-191,3
CWE-114,CWE-191,2
CWE-127,CWE-90,2
CWE-319,CWE-191,2
CWE-23,CWE-191,1
CWE-121,CWE-191,1
CWE-123,CWE-191,1
CWE-126,CWE-191,1
CWE-252,CWE-90,1
CWE-468,CWE-479,1
CWE-469,CWE-114,1
CWE-510,CWE-398,1
