actual,predicted,count
CWE-114,CWE-124,6
CWE-90,CWE-190,4
CWE-366,CWE-570,4
CWE-121,CWE-124,3
CWE-123,CWE-124,3
CWE-126,CWE-124,3
CWE-194,CWE-176,3
CWE-416,CWE-400,3
CWE-23,CWE-127,2
CWE-90,CWE-127,2
CWE-114,CWE-176,2
CWE-127,CWE-190,2
CWE-194,CWE-191,2
CWE-366,CWE-176,2
CWE-366,CWE-190,2
CWE-571,CWE-482,2
CWE-121,CWE-176,1
CWE-123,CWE-176,1
CWE-126,CWE-176,1
CWE-190,CWE-127,1
