actual,predicted,count
CWE-194,CWE-176,6
CWE-366,CWE-176,6
CWE-90,CWE-127,4
CWE-114,CWE-121,4
CWE-114,CWE-176,4
CWE-123,CWE-121,3
CWE-126,CWE-124,3
CWE-191,CWE-176,3
CWE-511,CWE-176,3
CWE-23,CWE-252,2
CWE-121,CWE-176,2
CWE-319,CWE-190,2
CWE-123,CWE-176,1
CWE-126,CWE-176,1
CWE-468,CWE-571,1
CWE-469,CWE-571,1
CWE-483,CWE-121,1
CWE-483,CWE-366,1
CWE-506,CWE-390,1
